,Selfies
87,C O C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 C@@H1 Branch1 #Branch1 C C =Branch1 C =O O C@H1 Branch1 C C N Ring1 O C =Branch1 C =O C =C C =C Branch1 C Cl C =C Ring1 #Branch1
6385,C N C C C C =C C =C C Branch1 O O C C@H1 C N C C O Ring1 =Branch1 =C Ring1 =C Ring2 Ring1 C
4903,C O C@H1 O C@H1 O C@@ Branch1 #Branch2 C N C C C C C Ring1 =Branch1 C@H1 Branch1 C O C C@H1 Branch1 Branch1 C Ring1 #C C C@@H1 Ring2 Ring1 Ring1 Ring1 #C
1992,C O C N C =Branch1 C =O C N =C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C Branch1 =Branch1 N+1 =Branch1 C =O O-1 =C C =C Ring1 =Branch2 Ring2 Ring1 Branch1
1249,C C Branch1 C C C Branch1 =Branch1 C Branch1 C C C O C C Branch1 Ring1 C O O Ring1 #Branch2
3275,C N C C C@H1 Branch1 C O C@@H1 C C@H1 Branch2 Ring1 #C S C =C Branch1 =Branch1 C =Branch1 C =O O N C =Branch1 C =O C Branch1 =Branch1 C@H1 Branch1 C C O C@H1 Ring1 Branch2 C@@H1 Ring1 =C C C N Ring2 Ring1 Branch1
2944,C C C C N C C Ring1 =Branch1 N C =Branch1 C =O C C C C N C Ring1 =Branch1 N Ring1 N C C C Ring1 Ring1
4768,C C Branch1 C C S C@@H1 C@H1 Branch2 Ring2 =Branch1 N C =Branch1 C =O C@H1 Branch2 Ring1 Branch1 N C =Branch1 C =O C =C NH1 C =C C =C N =C Ring1 =Branch1 C Ring1 #Branch2 =O C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O N Ring2 Ring1 =N C@H1 Ring2 Ring1 P C =Branch1 C =O O
7218,C C C@H1 Branch1 C C N N =C N Branch2 =Branch1 #Branch1 C =C C =C Branch2 Branch1 O N C C N Branch2 Ring2 #C C =C C =C Branch2 Ring2 Ring1 O C C@H1 C O C@ Branch1 =Branch2 C N C =N C =N Ring1 Branch1 Branch1 =N C =C C =C Branch1 C Cl C =C Ring1 #Branch1 Cl O Ring2 Ring1 Ring1 C =C Ring2 Ring1 O C C Ring2 Ring1 P C =C Ring2 Ring2 #Branch1 C Ring2 Ring2 N =O
4086,O =C Branch1 =C N C C S C C =C C =C C =C Ring1 =Branch1 /C =Branch1 =Branch2 =C /C =C C =C O Ring1 Branch1 C =C C =C C =C Ring1 =Branch1
3175,C N Branch1 C C C@@H1 C =Branch1 C =O C Branch2 Ring1 Ring2 C =Branch1 C =O N C N C C N Branch1 Ring2 C C O C C Ring1 =Branch2 =C Branch1 C O C Branch1 C O C =Branch1 C =O C =C Branch1 C O C =C Branch1 C O C =C C =C Ring1 #Branch1 C Branch1 C C Branch1 C O C@H1 Ring1 =C C C@@H1 Ring2 Ring2 #Branch1 Ring2 Ring1 Ring2
2407,O =C Branch1 #Branch2 N C =C C =C C =C Ring1 =Branch1 O C C Branch1 S C O C =Branch1 C =O N C =C C =C C =C Ring1 =Branch1 C C C C Ring1 S
6689,N =C N C =Branch1 C =O C@@H1 Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 O Ring1 N
4865,C O /N =C Branch1 Ring1 /C #N C@H1 C N C C C Ring1 =Branch1 C C Ring1 =Branch1
1843,C N C C N Branch2 Ring1 #Branch1 C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C =C Branch1 C Cl C =C Ring1 #Branch1 C C Ring2 Ring1 Ring2
7781,C O C =Branch1 C =O N C =N C =C C =C Branch1 =N C =Branch1 C =O C =C C =C C =C Ring1 =Branch1 C =C Ring1 =C NH1 Ring1 P
1598,C C N Branch1 Ring1 C C C C N C =Branch1 C =O C =C C Branch1 C Br =C Branch1 C N C =C Ring1 Branch2 O C
7632,N C C@H1 C C C@H1 Branch1 C N C@H1 Branch2 Ring2 =Branch2 O C@H1 C@H1 Branch1 C N C C@H1 Branch1 C N C@@H1 Branch2 Ring1 Branch1 O C@H1 O C@@H1 Branch1 Ring1 C O C@H1 Branch1 C O C@H1 Branch1 C N C@@H1 Ring1 #Branch2 O C@@H1 Ring2 Ring1 Ring2 O O Ring2 Ring1 =N
1593,C C N Branch1 Ring1 C C C C C =Branch1 C =O N C =C C =C C =C Ring1 =Branch1 S C =C C =C Branch1 =Branch2 C Branch1 C F Branch1 C F F C =C Ring1 #Branch2 Ring2 Ring1 C
3987,C O C =C C =C Branch2 Ring1 =Branch1 C@H1 C@@H1 Branch1 =Branch2 S Branch1 C C =Branch1 C =O =O C@@ Ring1 #Branch1 Branch1 Ring1 C N C O C =C Ring1 P
5600,C C #C C =Branch1 C =O N C C C C@H1 Ring1 Branch1 C =N C Branch2 Ring1 Branch2 C =C C =C Branch1 =C C =Branch1 C =O N C =C C =C C =N Ring1 =Branch1 C =C Ring1 #C =C C Branch1 C N =N C =C N Ring2 Ring1 =Branch2 Ring1 #Branch1
1885,C N C C =C Branch1 C N C =C C =C Ring1 #Branch1 C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C Ring1 P
1322,C C /C =C Branch1 C \C C Branch1 Ring1 C C C =Branch1 C =O N C =Branch1 C =O N C Ring1 #Branch2 =O
6238,C C N Branch1 =Branch1 C Branch1 C C =O C =C C =C C Branch2 Ring1 C C =C C =N C =C Branch1 Ring1 C #N C N N Ring1 O Ring1 #Branch1 =C Ring1 P
1861,C N C C N Branch2 Ring1 C C =C C =C C =C Ring1 =Branch1 C C =C C =C C =C Ring1 =Branch1 C C Ring2 Ring1 Ring1
1467,C C C Branch1 C C O C =Branch1 C =O N Branch1 C C C Ring1 Branch2 =O
5939,O =C Branch2 Ring1 P O C C N C C N Branch2 Ring1 Ring1 C =C C =C C Branch1 =Branch2 C Branch1 C F Branch1 C F F =C Ring1 #Branch2 C C Ring1 S C =C C =C C =C Ring1 =Branch1 N C =C C =N C =C C Branch1 =Branch2 C Branch1 C F Branch1 C F F =C C =C Ring1 =C Ring1 #Branch2
5993,C =C C C Branch1 Branch2 C@H1 Branch1 C C C C C C =Branch1 C =O N C =Branch1 C =S N C Ring1 =N =O
837,C O C =C C =C C =C Ring1 =Branch1 O C@H1 C@@H1 Branch1 C O C =C C@H1 C Branch1 Ring2 C Ring1 N N Branch1 C C C C C Ring1 S Ring1 Branch2 Ring1 =N
4034,C C =C C =C Branch2 Ring1 #Branch1 O C C N C =Branch1 C =O C@@H1 Branch1 C C S C C =C C =C C =C Ring1 =Branch1 C =C Ring2 Ring1 =Branch1
6894,C C =Branch1 C =O O C C =Branch1 C =O C@@ Branch1 C O C@@H1 Branch1 C C C C@H1 C@H1 C =C Branch1 C C C =C C =C Branch1 =C C =N N Ring1 Branch1 C =C C =C C =C Ring1 =Branch1 C C@@ Ring1 #C Branch1 C C C@H1 Ring2 Ring1 Branch1 C@H1 Branch1 C O C C@ Ring2 Ring1 #Branch2 Ring2 Ring1 #C C
3915,C O C =Branch1 C =O C C@H1 Branch1 #Branch1 C C Branch1 C C C C =C Branch1 C O C Branch1 #Branch1 C =Branch1 C =O O C =C NH1 C Ring1 O =O
163,C N Branch1 C C C C O C =C C =C Branch2 Ring2 Branch2 C =N C Branch2 Ring1 Ring1 C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 C C /C Ring1 =Branch1 =N \C O =C Branch1 =Branch2 C =C C =N C =C Ring1 =Branch1 NH1 Ring2 Ring1 #Branch1 C =C Ring2 Ring1 =N
990,C C Branch1 C C Branch1 C C O C =Branch1 C =O C C C C =C C =C Branch1 #Branch2 N Branch1 Ring2 C C Cl C C Cl C =C Ring1 =N
3912,C O C =Branch1 C =O C C@@H1 Branch2 Ring1 N C =C C =C C Branch1 Ring1 O C =C Ring1 Branch2 O C C C =C C =C Branch1 Ring1 O C C =C Ring1 Branch2 C =C Branch1 C O C =C C =C C =C Ring1 =Branch1 O C Ring1 O =O
1088,C =C Branch1 Ring1 C C C =Branch1 C =O C =C C =C Branch1 Branch2 O C C =Branch1 C =O O C Branch1 C Cl =C Ring1 N Cl
1513,C C C C C /C =Branch1 =Branch1 =N \O C C N C =C C =C Branch1 C C C Branch1 C N =C Ring1 Branch2
3715,O =C Branch2 Ring1 =N C C C N C C N C C NH1 C =C C =C C =C Ring1 =Branch1 C =Ring1 =Branch2 C C@H1 Ring1 =N C Ring1 P C =C C =C Branch1 C F C =C Ring1 #Branch1
1092,C =C C C@H1 Branch1 C C C@H1 C@H1 C C =C C =C Branch1 C O C =C Ring1 #Branch1 C@@ Ring1 O Branch1 =N C C N Ring1 =N C C C C C Ring1 Ring2 C Ring2 Ring1 Branch2
5854,C C C =C N Branch2 Branch1 N C =C C Branch1 C Cl =C C =C Ring1 #Branch1 C@@H1 Branch2 Ring2 Branch1 O C =C C Branch2 Ring1 Branch1 C =C C =C Branch1 O C C@H1 Branch1 C N C =Branch1 C =O O C =C Ring1 N =N C Branch1 C N =N Ring2 Ring1 Ring1 C Branch1 C F Branch1 C F F N =Ring2 Ring2 Branch1
2083,C O C =C C =C C =C Ring1 =Branch1 O C C C N C =Branch1 C =O O Ring1 =Branch1
7148,C C N Branch1 Ring1 C C S =Branch1 C =O =Branch1 C =O N C@H1 C C@H1 C =C C =C C NH1 C =C Branch1 =Branch1 C Ring1 =Branch2 =Ring1 Branch1 C C@H1 Ring1 N N Branch1 C C C Ring1 P
59,N C C =C N+1 =C C =C C =C Ring1 =Branch1 NH1 Ring1 =Branch2
3730,O =C Branch1 C O C =C Branch2 Ring1 Ring1 C S C =N N =N N Ring1 Branch1 C S =Branch1 C =O =Branch1 C =O O C S C@H1 C Branch2 Ring1 C N C =Branch1 C =O C@@H1 Branch1 C O C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O N Ring2 Ring1 S Ring1 S
653,C O C =C C =C C =C Ring1 =Branch1 O C@H1 C C@@H1 Branch1 C O C =C C@@ Ring1 #Branch2 Ring1 #Branch1 C C N C Ring1 #C
4990,N C@@H1 Branch2 Ring1 #C C =Branch1 C =O N C@@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 C Cl C C C@H1 Ring1 =N Ring1 #Branch2 C =C C =C C =C Ring1 =Branch1
7616,N C =Branch1 C =O C N C C@H1 Branch1 C O C C Ring1 =Branch1 =O
4901,C O C@H1 C C@H1 Branch2 =Branch1 =Branch2 O C@@H1 C@@H1 Branch1 C C C =Branch1 C =O O C@H1 Branch1 C C C@H1 Branch1 C C C@H1 Branch1 C O C@@H1 Branch1 C C C =Branch1 C =O C@ Branch1 Branch1 C O Ring1 Ring1 C C@H1 Branch1 C C C@H1 Branch2 Ring1 Branch1 O C@@H1 O C@H1 Branch1 C C C C@H1 Branch1 =Branch1 N Branch1 C C C C@H1 Ring1 #Branch2 O C@H1 Ring2 Ring2 Ring2 C O C@@H1 Branch1 C C C@@H1 Ring2 Ring2 =N O
2724,C C =Branch1 C =O O C C =Branch1 C =O C Branch1 C O C@@H1 Branch1 #Branch1 O C Branch1 C C =O C C@H1 C@@H1 C C C =C C =Branch1 C =O C =C C Ring1 #Branch1 Branch1 C C C Ring1 N Branch1 C F C@@H1 Branch1 C O C C Ring2 Ring1 C Ring2 Ring1 #Branch2 C
274,C C C C C =C Branch1 C O N Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 N Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C Ring2 Ring1 C =O
4867,C O /N =C Branch2 Ring2 =Branch2 /C =Branch1 C =O N C@@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 O /C =C \C S C =N C =Ring1 Branch1 C C S C@H1 Ring2 Ring1 Ring2 Ring1 P C =C S C Branch1 C N =N Ring1 =Branch1
3533,C C@@H1 C =C C =C C =C Ring1 =Branch1 N Branch1 =Branch1 C Branch1 C N =O C =C C =C C =C Ring1 =Branch1 C@H1 Ring2 Ring1 C C
3465,C O C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O C =C Branch1 C O C =C Branch1 N C Branch1 C O =C Ring1 Branch2 C Ring1 =N =O C C Branch1 C O Branch1 #Branch1 C =Branch1 C =O C O C C@@H1 Ring1 S O
831,C N C C C N C =C C =C C =C Ring1 =Branch1 C C C =C C Branch1 C O =C C =C Ring1 #Branch1 Ring1 S
5758,C N Branch1 C C C =C C Branch1 S N C =Branch1 C =O C N C Branch1 C C Branch1 C C C =C Branch1 C O C =C Ring1 S C C C C C Branch1 =Branch1 N Branch1 C C C C =Branch1 C =O C Branch1 =Branch1 C Branch1 C N =O =C Branch1 C O C Ring1 =C Branch1 C O C =Branch1 C =O C Ring2 Ring1 Ring2 =C Ring2 Ring1 Branch2 O
1168,C C =Branch1 C =O O C C =Branch1 C =O C@@ Branch1 C O C C C@H1 C@@H1 C C@H1 Branch1 C C C =C C =Branch1 C =O C =C C@ Ring1 #Branch1 Branch1 C C C@H1 Ring1 =N C@@H1 Branch1 C O C C@@ Ring2 Ring1 C Ring2 Ring1 =Branch1 C
300,C C N C N Branch1 N C =C C =C Branch1 C Br C =C Ring1 #Branch1 C Branch2 Ring1 =C C C N Branch2 Ring1 Ring1 C C C C =Branch1 C =O C =C C =C Branch1 C F C =C Ring1 #Branch1 C C Ring2 Ring1 C C Ring2 Ring1 =N =O
5010,N-1 =N+1 =N C C =Branch1 C =O N C Branch1 Ring1 C O C Branch1 C O C =C C =C Branch1 =Branch1 N+1 =Branch1 C =O O-1 C =C Ring1 =Branch2
411,O =C Branch2 Ring1 =Branch1 C C =C C =C Branch1 O O C C =C C =C C =C Ring1 =Branch1 C =C Ring1 =C N C =C C =C C =N N Branch1 #Branch2 C C N C C C C Ring1 Branch1 C Ring1 N =C Ring1 S
4698,C C =Branch1 C =O O C C =Branch1 C =O C@@ Branch1 C O C C C C C C@H1 Branch1 C Cl C =C C =Branch1 C =O C =C C@ Ring1 #Branch1 Branch1 C C C Ring1 =N C =Branch1 C =O C C@@ Ring2 Ring1 C Ring2 Ring1 =Branch1 C
1424,C C C =Branch1 C =O N C =C C =C Branch1 C O C =C Ring1 #Branch1
6455,C O /N =C Branch2 Ring2 Branch1 \C =Branch1 C =O N C@@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 Branch2 C O C Branch1 C C =O C S C@@H1 Ring1 P Ring1 =C C =C S C Branch1 C N =N Ring1 =Branch1
4418,C C O C =Branch1 C =O N C C N Branch2 Ring1 Ring2 C =Branch1 C =O C C =C C =C Branch1 C Cl C Branch1 C Cl =C Ring1 Branch2 C Branch1 =Branch2 C N C C C C Ring1 Branch1 C Ring2 Ring1 #Branch1
6345,C N Branch1 C C C C O C@@ Branch1 #Branch2 C C =C C =C C =C Ring1 =Branch1 C C@H1 C C C@ Ring1 =N Branch1 C C C Ring1 =Branch1 Branch1 C C C
5454,C C Branch1 C C Branch1 C C N C C@H1 Branch1 C O C O C =C C =C C =C Ring1 =Branch1 C C C C Ring1 =Branch1 =O
1579,C C N Branch1 Ring1 C C C =Branch1 C =O C N C =Branch1 C =O C =C C Branch1 Ring1 O C =C Branch1 Ring1 O C C Branch1 Ring1 O C =C Ring1 N
6430,C N C C@H1 Branch1 C O C =C C =C Branch1 =C O C =Branch1 C =O C Branch1 C C Branch1 C C C C Branch1 =C O C =Branch1 C =O C Branch1 C C Branch1 C C C =C Ring2 Ring1 Ring2
4823,C C C@@H1 N C =Branch1 C =O C@@H1 C C C N Ring1 Branch1 C =Branch1 C =O C@@H1 Branch1 #Branch2 C C =C C =C C =C Ring1 =Branch1 N C =Branch1 C =O C@H1 Branch1 #Branch1 C C Branch1 C C C N C =Branch1 C =O C@H1 Branch1 Branch1 C C C N N C =Branch1 C =O C@H1 Branch1 =Branch1 C Branch1 C C C N C =Branch1 C =O C@@H1 C C C N Ring1 Branch1 C =Branch1 C =O C@@H1 Branch1 #Branch2 C C =C C =C C =C Ring1 =Branch1 N C =Branch1 C =O C@H1 Branch1 #Branch1 C C Branch1 C C C N C =Branch1 C =O C@H1 Branch1 Branch1 C C C N N C Ring2 =Branch1 =C =O
4194,C C =Branch1 C =O O C C C Branch1 #Branch1 S C Branch1 C C =O =C Branch1 C C N Branch1 Ring1 C =O C C =C N =C Branch1 C C N =C Ring1 #Branch1 N
6756,O =C N C =Branch1 C =O C@@ Branch1 =C C C C =C C =C C =C Ring1 =Branch1 C Ring1 #Branch2 N Ring1 #C
1671,C C C@H1 Branch2 Ring2 Branch2 N C =Branch1 C =O C =C Branch1 Branch2 O C C =Branch1 C =O O C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 =N C =C C =C C =C Ring2 Ring1 Branch1 Ring1 =Branch1 C =C C =C C =C Ring1 =Branch1
4361,C C C C N C C C =C C Branch1 Ring1 O C =C Branch1 Ring1 O C C =C Ring1 #Branch2 C Ring1 =C C C Ring2 Ring1 C C C N C C C =C C Branch1 Ring1 O C =C Branch1 Ring1 O C C =C Ring1 #Branch2 Ring1 =C
2440,O =C C C C Branch1 P C C C =Branch1 C =O C =C C =C C =C Ring1 =Branch1 Ring1 O C =Branch1 C =O N Ring1 P
584,C C N Branch1 Ring1 C C C C O C =Branch1 C =O C =C C =C Branch1 C N C =C Ring1 #Branch1
5251,C N Branch1 C C C C C Branch1 N C =C C =C Branch1 C Br C =C Ring1 #Branch1 C =C C =C C =N Ring1 =Branch1
2498,O =C NH1 C =C C Branch1 C Cl =C C =C Ring1 #Branch1 N Ring1 #Branch2 C C C N Branch1 S C C C O C =C C =C C =C Ring1 =Branch1 O Ring1 #Branch2 C C Ring1 P
5180,C C C Branch1 N C =C C =C C Branch1 C O =C Ring1 #Branch1 C C C C N Branch1 C C C Ring1 #C
3617,C C =N C Branch1 =N N C =C C =C Branch1 C F C =C Ring1 #Branch1 =N C Branch1 S N C C C =C C =C C =C Ring1 =Branch1 C@@H1 Ring1 #Branch2 C =C Ring2 Ring1 =Branch2 C
5497,C N Branch1 C C C C O C =Branch1 C =O C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C Branch1 C O C C C C Ring1 =Branch1
1172,C C =Branch1 C =O O C C =Branch1 C =O C@@ Branch1 C O C@H1 Branch1 C C C C@H1 C@@H1 C C@H1 Branch1 C F C =C C =Branch1 C =O C =C C@ Ring1 #Branch1 Branch1 C C C@H1 Ring1 =N C@@H1 Branch1 C O C C@@ Ring2 Ring1 C Ring2 Ring1 #Branch1 C
6179,C C C =Branch1 C =O O C@@ Branch1 Branch2 C =Branch1 C =O S C F C@@H1 Branch1 C C C C@@H1 C@H1 C C@@H1 Branch1 C F C =C C =Branch1 C =O C =C C@@ Ring1 #Branch1 Branch1 C C C@ Ring1 =N Branch1 C F C@@H1 Branch1 C O C C@ Ring2 Ring1 Ring1 Ring2 Ring1 N C
1726,C N Branch1 C C C C =Branch1 C =O C Branch2 Ring1 Ring2 C =Branch1 C =O N C N C C N Branch1 Ring2 C C O C C Ring1 =Branch2 =C Branch1 C O C Branch1 C O C =Branch1 C =O C =C Branch1 C O C =C Branch1 C O C =C C =C Ring1 #Branch1 C Branch1 C C Branch1 C O C Ring1 =C C C Ring2 Ring2 #Branch1 Ring2 Ring1 Ring2
7343,C O /N =C Branch2 Ring2 Branch2 \C =Branch1 C =O N C@@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 #Branch2 C N+1 =C C =C C =C Ring1 =Branch1 C S C@@H1 Ring2 Ring1 Ring1 Ring1 S C =C S C Branch1 C N =N Ring1 =Branch1
2014,C O C@H1 C C@H1 Branch2 #Branch1 Ring1 O C@@H1 C@@H1 Branch1 C C C =Branch1 C =O O C@H1 Branch1 C C C@H1 Branch1 C C C@H1 Branch1 #Branch1 O C Branch1 C C =O C@@H1 Branch1 C C C =Branch1 C =O C@ Branch1 Branch1 C O Ring1 Ring1 C C@H1 Branch1 C C C@H1 Branch2 Ring1 #Branch2 O C@@H1 O C@H1 Branch1 C C C C@H1 Branch1 =Branch1 N Branch1 C C C C@H1 Ring1 #Branch2 O C Branch1 C C =O C@H1 Ring2 Ring2 #Branch2 C O C@@H1 Branch1 C C C@@H1 Ring2 Branch1 Ring1 O C Branch1 C C =O
7122,C C C C@H1 C C@H1 Branch2 Ring2 =Branch2 C =Branch1 C =O N C@@H1 Branch1 =Branch1 C@@H1 Branch1 C C Cl C@H1 O C@@H1 Branch1 Ring1 S C C@@H1 Branch1 #Branch2 O P =Branch1 C =O Branch1 C O O C@H1 Branch1 C O C@@H1 Ring1 =C O N Branch1 C C C Ring2 Ring1 N
4992,O =C Branch2 Ring1 =C C N C C C@ C C C C C@H1 Ring1 =Branch1 C@H1 Ring1 #Branch2 C C =C C =C Branch1 C O C =C Ring1 #Branch1 Ring1 #C C =C C =C C =C Ring1 =Branch1
1662,C C S C@ Branch1 Ring1 S C C C C@H1 C@@H1 C C C =C C =Branch1 C =O C =C C@ Ring1 #Branch1 Branch1 C C C@@ Ring1 N Branch1 C F C@@H1 Branch1 C O C C@@ Ring2 Ring1 C Ring2 Ring1 #Branch1 C
3584,C C@H1 C C@H1 C@@H1 C C@H1 Branch1 C F C =C C =Branch1 C =O C =C C Ring1 #Branch1 Branch1 C C C Ring1 =N Branch1 C F C@@H1 Branch1 C O C C Ring2 Ring1 Ring1 Branch1 C C C Ring2 Ring1 #Branch1 Branch1 C O C =Branch1 C =O C O
688,C C C C C C C C C Branch1 Ring1 C C C =Branch1 C =O N C =Branch1 C =O N C Ring1 #Branch2 =O
1287,C C Branch1 O C C C =C C =C C =C Ring1 =Branch1 N C Branch1 C C C Branch1 C O C =C C =C Branch1 C O C =C Ring1 #Branch1
3911,C O C =Branch1 C =O C C@@H1 Branch1 N C =C C =C C Branch1 C Br =C Ring1 #Branch1 C O C Branch2 Ring1 #Branch2 C N C C@@H1 C C@H1 Branch1 Ring2 C Ring1 =Branch1 C =C C =C C =Branch1 C =O N Ring1 #Branch1 C Ring1 N =C C =Branch1 C =O C =Ring2 Ring1 =Branch1 O
6637,C C@H1 O C@@H1 Branch2 Branch1 Ring1 O C@@H1 C C@ Branch1 C O Branch1 #Branch1 C =Branch1 C =O C O C C =C Branch1 C O C =C Branch1 #Branch2 C Branch1 C O =C Ring1 Branch2 Ring1 P C =Branch1 C =O C =C C =C C =C Ring1 =Branch1 C Ring1 =C =O C C@@H1 Branch1 C N C@@H1 Ring2 Ring2 Ring1 O
2143,C C@ C C@H1 Branch1 C O C@@ Branch1 C F C@@H1 Branch2 Ring1 Ring2 C C@H1 Branch1 C F C =C C =Branch1 C =O C =C C@@ Ring1 #Branch1 Ring1 =N C C@@H1 Ring2 Ring1 Ring1 C C@@H1 Branch1 C O C@ Ring2 Ring1 #Branch1 Branch1 C O C =Branch1 C =O C O
240,C C =Branch1 C =O N C C C =C C =C Branch2 Ring2 #Branch2 N Branch2 Ring1 Ring1 C =Branch1 C =O /C =C /C =C C =C C Branch1 Ring1 C #N =C Ring1 Branch2 N C C N Branch1 #Branch2 C C C C C C C Ring1 Branch1 C C Ring1 =N C =C Ring2 Ring1 S Ring2 Ring2 Ring1
6789,C =C C =C Branch1 =N C@@H1 C N C C S C@H1 Ring1 Branch1 N Ring1 Branch2 C =C Ring1 =C
6157,C C =C Branch1 =Branch1 C =Branch1 C =O O N C =Branch1 C =O C@H1 Branch2 Ring1 =Branch2 N C =Branch1 C =O C C =C C =C Branch1 =Branch2 C =N C C C N Ring1 =Branch1 C =C Ring1 N C@H1 Ring2 Ring1 Branch1 S C Ring2 Ring1 N
2286,N C =Branch1 C =O C N C C Branch1 C O C C Ring1 =Branch1 =O
2621,C #C C Branch1 C O C C C@H1 C@H1 C C C =C C =C Branch1 P C =N N Ring1 Branch1 C =C C =C Branch1 C F C =C Ring1 #Branch1 C C Ring1 S Branch1 C C C@H1 Ring2 Ring1 Branch1 C C C Ring2 Ring1 =Branch2 Ring2 Ring1 =N C
1847,C N C C N Branch2 Ring1 =Branch1 C =N C =C C =C C =C Ring1 =Branch1 C C =C C =C C =C Ring1 =Branch1 Ring1 #C C C Ring2 Ring1 Branch1
2792,C C Branch1 C C Branch1 C O C Branch1 C Cl Branch1 C Cl Cl
231,C O C =C C =N C Branch2 Ring1 =Branch1 N C C N Branch1 N C =Branch1 C =O C =C C =C O Ring1 Branch1 C C Ring1 =N =N C Branch1 C C =C Ring2 Ring1 Ring2 C =C Ring2 Ring1 Branch2 O C
4995,O =C Branch1 C O C =C Branch2 Ring1 =Branch1 C N+1 =C C =C Branch1 O C C S =Branch1 C =O =Branch1 C =O O C =C Ring1 N C S C@@H1 C@H1 Branch2 Ring2 Ring1 N C =Branch1 C =O C@H1 Branch2 Ring1 C N C =Branch1 C =O C N =C NH1 C =Ring1 Branch1 C =Branch1 C =O O C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O N Ring2 Ring2 O Ring2 Ring1 #Branch2
3845,C C O C =Branch1 C =O C@@ Branch1 Ring1 C N C@@H1 Branch1 #Branch2 S =Branch1 C =O =Branch1 C =O C C C@@H1 Ring1 #Branch2 C =C C =C Branch1 Ring1 O C C =C Ring1 Branch2
1464,C C C Branch1 #Branch1 O C Branch1 C N =O C C C C C C Ring1 =Branch1
2560,S =C N C C C Branch1 O C O C =C C =C C =C Ring1 =Branch1 O Ring1 =C
3197,C N Branch1 C C C@@H1 C Branch1 C O =C Branch1 =Branch1 C Branch1 C N =O C =Branch1 C =O C Branch1 C O C Branch1 C O =C C =Branch1 C =O C =C Branch1 O C =C C Branch1 C N =C Ring1 #Branch1 O C C@@H1 Ring1 =N C C@@H1 Ring2 Ring1 N Ring2 Ring1 Ring1
3852,C C O C C@@ Branch1 =Branch1 C Branch1 C N =S C@@H1 Branch1 =Branch2 S Branch1 C C =Branch1 C =O =O C@@H1 Ring1 #Branch2 C =C C =C Branch1 Ring1 O C C =C Ring1 Branch2
4975,Cl C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 /C =Branch1 =C =C \C C N C C C Ring1 =Branch1 C C Ring1 =Branch1 C =C C =C C =C Ring1 =Branch1 S Ring2 Ring1 Ring2
1184,C C =Branch1 C =O O C C /C Branch1 #Branch1 S C Branch1 C C =O =C Branch1 C /C N Branch1 Ring1 C =O C C =C N =C Branch1 C C N =C Ring1 #Branch1 N
7399,C O C@H1 C@H1 Branch1 C O C C =Branch1 C =O O C@H1 Branch1 C C C C =C C =C C@@H1 Branch2 Ring1 Ring2 O C@H1 C C C@@H1 Branch1 =Branch1 N Branch1 C C C C@H1 Branch1 C C O Ring1 #Branch2 C@H1 Branch1 C C C C@@H1 Branch1 Ring2 C C =O C@H1 Ring2 Ring2 C O C@H1 O C@H1 Branch1 C C C@@H1 Branch2 Ring1 =Branch1 O C@H1 C C@@ Branch1 C C Branch1 C O C@H1 Branch1 C O C@H1 Branch1 C C O Ring1 #Branch2 C@@H1 Branch1 =Branch1 N Branch1 C C C C@@H1 Ring2 Ring1 Branch1 O
1733,C N Branch1 C C C C Branch1 C O C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C =C Branch1 C Cl C =C Ring1 #Branch1
5466,C C C Branch1 #Branch1 N C Branch1 C C C C Branch1 C O C =C C =C Branch1 C O C Branch1 C O =C Ring1 Branch2
6656,C C =C Branch1 C O C =C C =C Ring1 #Branch1 C =Branch1 C =O N C@@H1 Branch1 O C S C =C C =C C =C Ring1 =Branch1 C@H1 Branch1 C O C N C C@H1 C C C C C@H1 Ring1 =Branch1 C C@H1 Ring1 #Branch2 C =Branch1 C =O N C Branch1 C C C
6534,C O C =C C =C C =C Ring1 =Branch1 O C@H1 C C@H1 Branch1 C O C =C C@@ Ring1 #Branch2 Ring1 #Branch1 C C N Branch1 C C C Ring1 S
